course_id,level,latest_offering,college_desc,department_desc,title_long_desc,course_text_narrative,n_unique,n_department,row_number
MGT 244,Graduate,202420,School of Business,Graduate School of Management,CORPORATE RISK MANAGEMENT,"4 Units, Lecture, 3 hours; written case analyses and reports, 3 hours. Prerequisite(s): MGT 202. Provides an overview of derivative financial instruments.  Focuses on the use of derivatives to manage risk in a corporate setting.  Utilizes the case-method to develop strategies and policies for managing the risk exposure of an enterprise, as well as to assess the relations between risk management and value creation.",1,1,3147
MGT 245,Graduate,202410,School of Business,Graduate School of Management,FINANCIAL STATEMENT ANALYSIS,"4 Units, Lecture, 3 hours; research, 3 hours. Prerequisite(s): MGT 211; graduate standing; or consent of instructor. Explains the role of financial statement analysis in an efficient capital market. Data from financial statements of major corporations is analyzed to develop skills necessary to interpret financial accounting information. Designed for future professionals who will be intensive users of financial accounting reports (e.g., security analysts, credit analysts).",1,1,3148
MGT 246,Graduate,202410,School of Business,Graduate School of Management,ENTREPRENEURIAL MANAGEMENT,"4 Units, Lecture, 3 hours; activity, 3 hours. Prerequisite(s): MGT 202, MGT 209;  graduate standing;  or consent of instructor. Studies the entrepreneurial process, its challenges, and the driving forces behind it--the managerial skills, mental attitudes, and basic knowledge necessary for creating and growing a new venture. Topics include opportunity assessment, building the management team, marshalling capital and other critical  resources, and harvest strategies.    ",1,1,3149
MGT 247,Graduate,202410,School of Business,Graduate School of Management,ADVERTISING AND SALES PROMOTION MANAGEMENT,"4 Units, Lecture, 3 hours; activity, 3 hours. Prerequisite(s): MGT 209;  graduate standing;  or consent of instructor. Examines the role and use of advertising and sales promotion within the marketing function. Topics include setting program objectives with an integrated marketing communication perspective; developing creative approaches; making media decisions; developing sales promotion programs; and budgeting and evaluating  advertising and promotion programs.    ",1,1,3150
MGT 249,Graduate,202340,School of Business,Graduate School of Management,PRICING STRATEGY,"4 Units, Lecture, 3 hours; consultation or discussion, 1 hour. Prerequisite(s): MGT 209; graduate standing; or consent of instructor. The concepts of competitive pricing, price leadership, price discrimination, price warfare, and the strategic implication of skimming versus penetration strategies with respect to the experience curve will be developed.",1,1,3151
MGT 250,Graduate,202410,School of Business,Graduate School of Management,MARKETING CHANNELS AND SALES FORCE,"4 Units, Lecture, 3 hours; outside project, 3 hours. Prerequisite(s): MGT 209; graduate standing. .Examines decisions related to distribution channels and sales force.  Discusses how to select the most appropriate marketing channel.  Channel management topics include distribution intensity, power, control, and channel conflict.  Covers issues in sales-force management, compensation, structure, and size.
",1,1,3152
MGT 251,Graduate,202420,School of Business,Graduate School of Management,MARKETING ANALYTICS,"4 Units, Lecture, 3 hours; activity, 3 hours. Prerequisite(s): MGT 209;  graduate standing;  or consent of instructor. Examines advanced topics in marketing with emphasis on utilizing quantitative tools to aid marketing decision making. Topics include demand and market-share forecasting; conjoint analysis; market segmentation and cluster analysis; brand positioning and competitive market structures; and assessing market response to price, advertising, promotion, distribution, and sales force.    ",1,1,3153
MGT 252,Graduate,202420,School of Business,Graduate School of Management,INVESTMENTS AND PORTFOLIO MANAGEMENT,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): MGT 202. Discusses standard asset pricing models, portfolio theory, and empirical uses of securities data. Addresses pricing in the capital markets and empirical issues in testing asset pricing models. Other topics include risk-adjusted portfolio performance, term structure, bond pricing, and bond portfolio management.",1,1,3154
MGT 253,Graduate,202420,School of Business,Graduate School of Management,DIGITAL MARKETING,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): MGT 209;  graduate standing;  or consent of instructor. Develops an understanding of digital marketing and how it affects and augments the traditional marketing mix. Topics covered include online retailing and the long tail, online pricing, multi-channel and mobile marketing, search engine optimization, display and sponsored search advertising, and social media marketing.    ",1,1,3155
MGT 256,Graduate,202340,School of Business,Graduate School of Management,BUSINESS ANALYTICS FOR MANAGEMENT,"4 Units, Lecture, 3 hours; written work, 1 hour; extra reading, 1; practicum, 1 hour. Prerequisite(s): MGT 201; graduate standing; or consent of instructor. Provides the fundamental concepts and tools needed to understand the emerging role of business analytics in organizations and apply basic business analytics tools in a spreadsheet environment. Makes extensive use of data, statistical and quantitative analysis, exploratory and predictive models, and fact-based management to drive decisions and actions.",1,1,3156
MGT 257,Graduate,202340,School of Business,Graduate School of Management,MARKETING STRATEGY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): MGT 209;  graduate standing;  or consent of instructor. Presents a framework for an integrated, dynamic analysis of customers and competitors to enable marketing strategy development for long-term success. Uses case studies, lecture-discussions, and a computer-simulated competitive marketing strategy game.    ",1,1,3157
MGT 258,Graduate,202420,School of Business,Graduate School of Management,LOGISTICS AND SUPPLY CHAIN MANAGEMENT,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s): MGT 207;  graduate standing;  or consent of instructor. Studies the integration of value-creating elements in supply, procurement, manufacturing, distribution, and logistics processes using information technologies as a main enabler. Topics include distribution networks, demand management, sourcing, transportation, pricing, supply chain coordination, information technology, and e-business.    ",1,1,3158
MGT 266,Graduate,202410,School of Business,Graduate School of Management,PROJECT MANAGEMENT,"4 Units, Seminar, 3 hours; activity, 3 hours. Prerequisite(s): MGT 207;  graduate standing. Addresses issues of project planning and control. Topics include differences between projects and production systems; project selection; project teams; breakdown structures of organization and work; scheduling and budgeting; resources management; project control and evaluation; and current project management software.    ",1,1,3159
MGT 267,Graduate,202420,School of Business,Graduate School of Management,APPLIED BUSINESS FORECASTING,"4 Units, Seminar, 3 hours; activity, 3 hours. Prerequisite(s): MGT 201; or equivalent; graduate standing.;  graduate standing. Provides experience in developing forecasting models and applying them to problems in marketing, production, inventory management, business economics, and other fields. Discusses issues in data acquisition, data analysis, modeling of relations between variables, trend analysis, and seasonal forecasting. Uses case studies and applications from a variety of management areas.    ",1,1,3160
MGT 272,Graduate,202420,School of Business,Graduate School of Management,GLOBAL STRATEGY AND MANAGEMENT,"4 Units, Seminar, 3 hours; outside projects, 3 hours, Prerequisite(s): MGT 200, MGT 202, MGT 209; graduate standing; or consent of instructor. Provides an overview of the strategic issues that multinational firms and managers encounter in a global marketplace. Topics include the globalization of the world economy, mode of entry into markets, analysis of political risk, global strategic alliances, and competing in emerging economies.",1,1,3161
MGT 274,Graduate,202140,School of Business,Graduate School of Management,SPECIAL TOPICS IN FINANCE,"4 Units, Seminar, 3 hours; research 3 hours. Prerequisite(s): MGT 202. Explores the latest developments in theoretical and empirical finance. Topics include asset pricing, performance evaluation, derivative securities, market microstructure, corporate finance, and corporate control and governance.",1,1,3162
MGT 276,Graduate,202410,School of Business,Graduate School of Management,FINANCIAL STRATEGY AND CORPORATE CONTROL,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): MGT 202; graduate standing. Covers the nexus among finance, strategy, governance, and corporate control.  Examines the theory and empirical evidence for models of corporate financial policy and the market for corporate control.  Emphasizes critical evaluation of the evidence for different models of corporate financial policy.
",1,1,3163
MGT 277,Graduate,202420,School of Business,Graduate School of Management,ADVANCED FINANCIAL ACCOUNTING,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): BUS 165C or equivalent (may be taken concurrently); graduate standing. Covers advanced financial accounting and reporting practices. Emphasizes topics such as consolidated financial statements, branch accounting, foreign transactions, segment reporting, partnership accounting, and accounting for nonprofit organizations.",1,1,3164
MGT 278A,Graduate,202410,School of Business,Graduate School of Management,FOUNDATIONS OF AUDITING AND ASSURANCE SERVICES,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): admission to the Master of Professional Accountancy (MPAc) program or graduate standing and consent of instructor. Examines the history, demand, and foundations of audit and assurance. Focuses on judgment and fundamentals of evidential reasoning. Topics include risk assessment, internal control, audit evidence, independence and objectivity, measurement theory, suitable criteria, standards and regulation, framing, heuristics and biases, and the role of technology.",1,1,3165
MGT 278B,Graduate,202420,School of Business,Graduate School of Management,INFORMATION TECHNOLOGY AUDITING AND ASSURANCE,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): MGT 278A; graduate standing; or consent of instructor. Covers basic concepts and techniques used in the provision of information technology audit and assurance services.  Topics include information technology security; risk assessment; internal control; nature of audit evidence;  independence and objectivity;  suitable criteria; the role of standards and technology; and ethical issues.
",1,1,3166
MGT 278C,Graduate,202420,School of Business,Graduate School of Management,INTERNAL AUDITING,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): MGT 278A; graduate standing; or consent of instructor. Examines the nature and practices of internal (operational) audit and assurance, the management audit process, and the use of internal auditing by top management and governing boards.  Develops skills to understand, analyze, and critically evaluate internal audit research.
",1,1,3167
MGT 280,Graduate,202340,School of Business,Graduate School of Management,BUSINESS ISSUES IN ELECTRONIC COMMERCE,"4 Units, Seminar, 3 hours; activity, 3 hours. Prerequisite(s): MGT 205;  graduate standing. Provides an understanding of the various business strategies, management issues, and pertinent technologies related to electronic commerce. Explores several of the problems surrounding electronic commerce including security issues, privacy, encryption, safeguarding of intellectual property rights, acceptable use policies, and legal issues.    ",1,1,3168
MGT 281,Graduate,202310,School of Business,Graduate School of Management,SYSTEMS ANALYSIS AND DESIGN,"4 Units, Seminar, 3 hours; outside project, 3 hours. Prerequisite(s): MGT 205, MGT 230; or consent of instructor. Provides an understanding of the systems development life cycle with emphasis on the analysis and design phases. Familiarizes students with the tools and processes used by system developers to analyze, design, and construct computer-based systems. Provides experience in analyzing and designing a computer-based system.",1,1,3169
MGT 282,Graduate,202310,School of Business,Graduate School of Management,BUSINESS DATA COMMUNICATIONS,"4 Units, Seminar, 3 hours; activity, 3 hours. Prerequisite(s): MGT 205;  graduate standing. Provides insight into the role of telecommunications in business, with an emphasis on information management. Specific topics include data communications (hardware components, interfaces, and link protocols); architecture and technology (protocols, local area networks, and emerging digital services); and network management (control and security).    ",1,1,3170
MGT 285,Graduate,202420,School of Business,Graduate School of Management,FIELD COLLOQUIUM,"1 Units, Colloquium 1, Prerequisite(s): graduate standing or consent of instructor Includes oral reports by visiting scholars, faculty, and students on current research topics in management. Graded Satisfactory (S) or No Credit (NC). Course is repeatable to a maximum of 8 units.",1,1,3171
MGT 286A,Graduate,202410,School of Business,Graduate School of Management,CAPSTONE IN BUSINESS ANALYTICS,"4 Units, Seminar, 3 hours; research, 1 hour; written work, 2 hours. Prerequisite(s): STAT 209, MGT 256;  graduate standing;  graduate standing;  or consent of instructor. Uses the skills and knowledge developed in the study of business analytics to undertake an individual empirical study. Proposes a topic of inquire and uses quantitative skills to begin analyzing an issue in business. Topics covered include data sources, statistical techniques, business operations, and profitability.    ",1,1,3172
MGT 286B,Graduate,202420,School of Business,Graduate School of Management,CAPSTONE IN BUSINESS ANALYTICS II,"4 Units, Seminar, 3 hours; research, 1 hour; written work, 3 hours. Prerequisite(s): STAT 209, MGT 256, MGT 286A; graduate standing;  graduate standing;  or consent of instructor. Uses the skills and knowledge developed in business analytics courses to complete an individual empirical study. Focuses on finishing work initiated in MGT 286A involving a project that uses quantitative skills to analyze an issue in business. Topics include data sources, statistical techniques, business operations, and profitability.    ",1,1,3173
MGT 288A,Graduate,202410,School of Business,Graduate School of Management,BEHAVIORAL RESEARCH IN MARKETING,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor. Examination of the development of consumer behavior research and evaluation from theoretical as well as practical perspectives. Provides insight into the integrative framework for organizing knowledge of consumer behavior and conducting research.",1,1,3174
MGT 288B,Graduate,202340,School of Business,Graduate School of Management,QUANTITATIVE RESEARCH IN MARKETING,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor. Introduces the fundamentals of modeling in marketing. Studies research issues associated with marketing management decisions. Emphasizes empirical research. Examines of strategic marketing, marketing segmentation, new product development and introduction, pricing strategies, channel policy, promotion decisions, and sales force management.",1,1,3175
MGT 288C,Graduate,202420,School of Business,Graduate School of Management,SPECIAL TOPICS IN MARKETING-  BEHAVIORAL,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor An in-depth examination selected topics in consumer behavior. Utilizes journal articles to facilitate exploration of these topics.",1,1,3176
MGT 289A,Graduate,202340,School of Business,Graduate School of Management,MICRO ORGANIZATIONAL THEORY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor. A study of the intersection of individual and group behavior within organizations. Introduces the behavioral science literature relevant to the study of behavior in organizational. Topics include emotions in organizations, motivation, leadership, decision making, interpersonal relations, diversity and identity, culture, and organizational learning and routines.",1,1,3177
MGT 289B,Graduate,202410,School of Business,Graduate School of Management,MACRO ORGANIZATIONAL THEORY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor. A study of theories related to structure of organizations and control systems both within and external to the organization. Emphasizes the interaction of organizations with their environments. Incorporates theoretical and empirical contributions from institutional analysis, resource dependence, population ecology, and transaction costs.",1,1,3178
MGT 289C,Graduate,202410,School of Business,Graduate School of Management,STRATEGIC MANAGEMENT,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor. Focuses on the conduct and performance of organizations. Topics in strategy research explain differences in organizations' profitability and survival by relating variance in these performance outcomes to factors at multiple levels. Provides theoretical perspectives from economics, sociology, and psychology to supplement approaches to understanding firm performance and related issues.",1,1,3179
MGT 289D,Graduate,202420,School of Business,Graduate School of Management,DESIGNING ORGANIZATIONAL RESEARCH,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): doctoral standing or consent of instructor. Provides a survey of the design approaches for non-laboratory study within and across organizations. Covers research strategies appropriate to the study of different organizational questions. Topics include issues of measurement, types of data, and data collection methods (including archival, surveys, interviews, and social network data).",1,1,3180
MGT 290,Graduate,202420,School of Business,Graduate School of Management,DIRECTED STUDIES,"1 to 6 Units, Research, 3 to 18 hours. Prerequisite(s): graduate standing; and consent of instructor. Directed studies and research in selected problems or theories of management for advanced graduate students to pursue special areas of interest. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,3181
MGT 292,Graduate,202420,School of Business,Graduate School of Management,CONCURRENT STUDIES IN MANAGEMENT,"1 to 4 Units, Research, 3 to 12 hours. Prerequisite(s): graduate standing; consent of instructor. Explores one or more graduate projects based on content related to an appropriate undergraduate course. Includes faculty guidance and evaluation. Taken concurrently with the undergraduate course.",1,1,3182
MGT 295F,Graduate,202410,School of Business,Graduate School of Management,EMPIRICAL METHODS IN FINANCE,"4 Units, Seminar, 3 hours; term paper, 10 to 15.5 hours per quarter, problem sets involving statistical analysis of stock returns. Students should spend at least 2 hours a week. Prerequisite(s): MGT 201, MGT 202, graduate standing in Management, or consent of instructor. Covers econometric approaches to analyzing common problems encountered when conducting empirical research. Focuses on hypothesis testing, specification tests, general methods of moments estimation, the capital asset pricing model, multifactor asset pricing models, event studies, operating performance studies, simultaneous equations models, and endogeneity issues. Demonstrates programming in SAS and/or Gauss.",1,1,3183
MGT 295G,Graduate,202420,School of Business,Graduate School of Management,CORPORATE FINANCE,"4 Units, Seminar, 3 hours; extra reading 2 hours; written work, 2 hours.  Prerequisite(s): graduate standing in Management or consent of instructor. Deals with the contemporary issues in corporate finance. Focuses on selected classic and current empirical and theoretical research in corporate finance. Seeks to provide an advanced and rigorous background in the mainstream issues of modern corporate finance with an emphasis on empirical methodology.",1,1,3184
MGT 296E,Graduate,202410,School of Business,Graduate School of Management,DYNAMIC OPTIMIZATION,"4 Units, Seminar, 3 hours; extra reading, 2 hours; individual study, 1 hour.  Prerequisite(s): STAT 215 or MATH 209A, MATH 209B, graduate standing; or consent of instructor. Focuses on basic models and solution techniques for problems of sequential decision making under uncertainty (stochastic control). Considers optimal control of a dynamical system over both a finite and an infinite number of stages. Includes application domains, revenue management and pricing, manufacturing, supply chains, service systems and economics.",1,1,3185
MGT 296G,Graduate,202420,School of Business,Graduate School of Management,PRICING AND REVENUE MANAGEMENT,"4 Units, Seminar, 3 hours; extra reading, 2 hours; individual study, 1 hour. Prerequisite(s): MGT 296E, MGT 296F, graduate standing; or consent of instructor. Focuses on pricing and revenue management ideas applied to operations management. Topics include price discrimination, contract theory, auctions, advertisement, and industry applications.",1,1,3186
MGT 296H,Graduate,202420,School of Business,Graduate School of Management,INVENTORY AND SUPPLY CHAIN MANAGEMENT,"4 Units, Seminar, 3 hours; extra reading, 2 hours; individual study, 1 hour. Prerequisite(s): MGT 296E, MGT 296F, graduate standing; or consent of instructor. Focuses on inventory theory and supply chain contracting. Topics include inventory policies, strategic competition, coordination, contracts in supply chain.",1,1,3187
MGT 297,Graduate,202420,School of Business,Graduate School of Management,DIRECTED RESEARCH,"1 to 6 Units, Research, 3 to 18 hours. Prerequisite(s): graduate standing; and consent of instructor. Directed research in selected problems of management for graduate students with special research interests. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,3188
MGT 298I,Graduate,202420,School of Business,Graduate School of Management,FIELDWORK IN MANAGEMENT,"1 to 4 Units,  Consultation, 1 hour; field, 3 to 12 hours. Prerequisite(s): graduate standing; and consent of instructor. Supervised field experience culminating in a final report or other academic component. May be repeated for up to 8 units of credit toward the degree.",1,1,3189
MGT 299,Graduate,202420,School of Business,Graduate School of Management,RESEARCH FOR THESIS OR DISSERTATION,"1 to 12 Units, Tutorial, 3 to 36 hours Prerequisite(s): graduate standing; and consent of instructor. Research for Thesis and Dissertation. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,3190
MGT 302,Graduate,202420,School of Business,Graduate School of Management,APPRENTICE TEACHING,"1 to 4 Units, Seminar, 1 to 4 hours. Prerequisite(s): limited to departmental teaching assistants; graduate standing. Supervised individual instruction in teaching including monitoring of teaching assistant's activities and regular consultation with assistant concerning teaching responsibilities. Graded Satisfactory (S) or No Credit (NC). May be repeated; not for degree credit.",1,1,3191
MGT 400A,Graduate,202340,School of Business,Graduate School of Management,FINANCIAL ACCOUNTING PRINCIPLES AND PRACTICES I,"4 Units, Lecture, 20 hours per quarter; discussion, 20 hours per quarter.  Prerequisite(s): graduate standing and consent of instructor or admission to the Master of Professional Accountancy (M.P.Ac.) program. Technical accounting theory and principles necessary for graduate work. Credit toward degree limited to M.P.Ac. students.",1,1,3192
MGT 400E,Graduate,202340,School of Business,Graduate School of Management,AUDITING AND ASSURANCE,"4 Units, Lecture, 20 hours per quarter; discussion, 20 hours per quarter. Prerequisite(s): graduate standing and consent of instructor or admission to the Master of Professional Accountancy (M.P.Ac.) program.  Audit and assurance concepts necessary for graduate work.",1,1,3193
MGT 402,Graduate,202340,School of Business,Graduate School of Management,BUSINESS CAREER PROFESSIONAL DEVELOPMENT WORKSHOP,"2 Units, Seminar, 1 hour; consultation, 1 hour; individual study,4 hours. Prerequisite(s):  graduate standing in a program in the Anderson Graduate School of Management.  Provides skill development and experience to network in person and via social media outlets. Offers a platform for practical implementation of effective job search strategies in various industries. Sets stage for development and presentation of student's ideas clearly at internship and job interviews. Graded Satisfactory (S) or No Credit (NC).",1,1,3194
MGT 403,Graduate,202340,School of Business,Graduate School of Management,REVIEW OF QUANTITATIVE METHODS FOR MANAGEMENT,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s):  graduate standing;  or consent of instructor. Reviews quantitative concepts and techniques related to the various functional areas of management. Topics include properties of functions, systems of equations and matrices (linear algebra), differentiation and integration (calculus), and basic probability concepts.  Graded Satisfactory (S) or No Credit (NC).  ",1,1,3195
MHHS 001,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Anthropology,INTRODUCTION TO MEDICAL AND HEALTH HUMANITIES,"4 Units, Lecture, 3 hours; activity, 2 hours; extra reading, 1 hour. Prerequisite(s): none. Introduces medical and health humanities. Explores the importance of humanities and arts to medicine, the diverse understandings of health and illness, and the complex social and economic forces that inform how people are cared for during times of illness. Mandatory course in the Medical and Health Humanities minor.    ",1,1,3196
MHHS 191,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Anthropology,SEMINAR IN MEDICAL AND HEALTH HUMANITIES,"4 Units, Seminar, 3 hours; activity, 2 hours; extra reading, 0.5 hour; research, 0.5 hour. Prerequisite(s): MHHS 001 with a grade of C- or better. Examines selected topics in the medical and health humanities from religion, anthropology, literature or history to creative arts. Analyzes the role of humanities in medicine. Develops skill sets through seminars with medical humanities experts. Mandatory course in the Medical and Health Humanities minor.    ",1,1,3197
MSE 001,Undergraduate,202340,Bourns Engineering,Materials Science and Enginee,FUNDAMENTALS OF MATERIALS SCIENCE AND ENGINEERING,"2 Units, Lecture, 1 hours; discussion, 1 hour; laboratory, 1 hour. Prerequisite(s): none. An introduction of properties and applications of different types of materials essential for various areas of engineering. Explores the relationship between structure and properties as well as processing of the materials. Illustrates a wide range of properties required for different types of applications. Graded Satisfactory (S) or No Credit (NC).",1,1,3198
MSE 002L,Undergraduate,202340,Bourns Engineering,Materials Science and Enginee,GENERAL MATERIALS LABORATORY SPRING,"1 Unit, Laboratory, 3 hours. Prerequisite(s): MSE 001 with a grade of C- or better;  restricted to major(s) Materials Science and Engineer;  or consent of instructor. Provides hands-on laboratory experience in topics related to the Structure-Composition-Processing-Performance relationship of ceramics, electronic materials, metals, and polymers. Experiments cover mechanical testing and properties of different materials classes and introduce students to microscopic characterization techniques.  Satisfactory(S) or No Credit(N/C) is not available.  ",1,1,3199
MSE 003L,Undergraduate,202410,Bourns Engineering,Materials Science and Enginee,GENERAL MATERIALS LABORATORY FALL,"1 Unit, Laboratory, 3 hours. Prerequisite(s): MSE 001 with a grade of C- or better;  restricted to major(s) Materials Science and Engineer;  or consent of instructor. Provides hands-on laboratory experience in topics related to the Structure-Composition-Processing-Performance relationship of ceramics, electronic materials, metals, and polymers. Experiments cover materials processing and failure modes of different materials classes.  Satisfactory(S) or No Credit(N/C) is not available.  ",1,1,3200
MSE 004L,Undergraduate,202420,Bourns Engineering,Materials Science and Enginee,GENERAL MATERIALS LABORATORY WINTER,"1 Unit, Laboratory, 3 hours. Prerequisite(s): MSE 001 with a grade of C- or better;  restricted to major(s) Materials Science and Engineer;  or consent of instructor. Provides hands-on laboratory experience in topics related to the Structure-Composition-Processing-Performance relationship of ceramics, electronic materials, metals, and polymers. Experiments cover electrical, thermal, optical, and magnetic properties. Introduces composites and the factors that affect its properties and mechanical performance.  Satisfactory(S) or No Credit(N/C) is not available.  ",1,1,3201
MSE 135,Undergraduate,202420,Bourns Engineering,Materials Science and Enginee,INTRODUCTION TO INORGANIC MATERIAL SYNTHESIS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): MSE 001, CHE 100, ME 114, CHEM 008A;  or consent of instructor. Introduction to the synthesis methods of modern materials. Topics include solid-state reactions, gas-phase and solution phase synthesis, templating methods, synthesis and modification of inorganic polymers, semiconductor thin-film deposition, and the growth of nanomaterials.    ",1,1,3202
MSE 155,Undergraduate,202410,Bourns Engineering,Materials Science and Enginee,MATERIALS SCIENCE OF THE SOLID STATE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): EE 138. Explores at an advanced level the quantum mechanical behavior of electron motion and atom vibration in a periodic solid and their effect on the electronic and thermal properties of matter. The course discusses modern materials science research problems.     Credit is awarded for one of the following MSE 155 or MSE 211.",1,1,3203
MSE 156,Undergraduate,202320,Bourns Engineering,Materials Science and Enginee,ATOMISTIC MODELING OF SOLID STATE MATERIALS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): MSE 155;  restricted to class level standing of senior;  or consent of instructor. Introduces a basic understanding of computational methods in materials science. Emphasizes the fundamentals of density functional theory and its use in the solid-state context. Includes projects that provide practical hands-on experience using state-of-the-art computational techniques in materials science.     Credit is awarded for one of the following MSE 156 or MSE 224.",1,1,3204
MSE 160,Undergraduate,202410,Bourns Engineering,Materials Science and Enginee,NANOSTRUCTURE CHARACTERIZATION LABORATORY,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): ME 114. Covers structure of materials at the nanoscale, including semiconductors, ceramics, metals, and carbon nanotubes. Explores relationships among morphology, properties, and processing. Addresses primary methods of characterization, including scanning electron microscopy, scanning probe microscopy, X-ray diffraction, and transmission electron microscopy. Also covers elementary discussions of X-ray, vibrational, and electron waves in solids and introductory diffraction theory.",1,1,3205
MSE 161,Undergraduate,202140,Bourns Engineering,Materials Science and Enginee,ANALYTICAL MATERIALS CHARACTERIZATION,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): MSE 160. Analysis of the surfaces of materials via ion, electron, and photon spectroscopies. Includes Rutherford back scattering; secondary ion mass spectroscopy; electron energy loss spectroscopy; Auger electron spectroscopy; X-ray photoelectron spectroscopy; photoluminescence; extended X-ray absorption fine structure; Fourier transform infrared spectroscopy; and Raman spectroscopy. Also covers sputtering, high-vacuum generation, and focused ion beam milling.",1,1,3206
MSE 175A,Undergraduate,202410,Bourns Engineering,Materials Science and Enginee,SENIOR DESIGN,"4 Units, Lecture, 2 hours; discussion, 1 hour; practicum, 3 hours. Prerequisite(s):  restricted to class level standing of senior;  restricted to major(s) Materials Science and Engineer. Covers preparation of formal engineering reports and statistical analysis on series of problems illustrating methodology from various branches of applied MSE. Addresses the following design process elements; problem definition; generation specification; documentation; review process; prototype fabrication; testing and calibration; cost estimation; and federal guidelines. Term project and oral presentation required.    Graded In-Progress (IP) until MSE 175A and MSE 175B are completed, at which time a final, letter grade is assigned.  ",1,1,3207
MSE 175B,Undergraduate,202420,Bourns Engineering,Materials Science and Enginee,SENIOR DESIGN,"4 Units, Lecture, 3 hours, discussion, 1 hour; practicum, 6 hours. Prerequisite(s): MSE 175A; senior standing in Materials Science and Engineering. Covers preparation of formal engineering reports and statistical analysis on a series of problems illustrating methodology from various branches of applied materials science and engineering. Addresses the entire design process: design problem definition; generation of a design specification; documentation; design review process; prototype fabrication; testing and calibration; cost estimation; and federal guidelines. Requires a term project and oral presentation. Satisfactory (S) or No Credit (NC) grading is not available.",1,1,3208
MSE 197,Undergraduate,202420,Bourns Engineering,Materials Science and Enginee,RESEARCH FOR UNDERGRADUATES,"1 to 4 Units, Laboratory, 3 to 12 hours. Prerequisite(s): sophomore or junior or senior standing in Materials Science and Engineering or consent of instructor Research conducted under the supervision of a MSE faculty member on selected problems in materials science and engineering supporting the focus area of the student. Course is repeatable to a maximum of 8 units; maximum of 4 units may count toward the technical elective requirement.",1,1,3209
MSE 200,Graduate,202340,Bourns Engineering,Materials Science and Enginee,GRADUATE STUDIES IN MATERIALS SCIENCE AND ENGINEERING,"4 Units, Lecture, 4 hours. Prerequisite(s):  Restricted to major(s) Materials Science and Engineer;  graduate standing;  or consent of instructor. Introduces the fundamentals of materials science and engineering including materials selection, processing, and manufacturing. Utilizes materials design, selection-based approach, and team activities to enhance learning and presentations. Provides information on how to research and survey literature and make technical presentations.    ",1,1,3210
MSE 201,Graduate,202340,Bourns Engineering,Materials Science and Enginee,THERMODYNAMIC FOUNDATIONS OF MATERIALS,"4 Units, Lecture, 3 hours, discussion, 1 hour. Prerequisite(s): graduate standing in Materials Science and Engineering or consent of instructor. MSE 201 online section; enrollment in the Online Master-in-Science in Engineering program. Covers the laws of thermodynamics and fundamental equations for multi-component elastic solids, electromagnetic media, and equilibrium criteria. Describes applications to solution thermodynamics, point defects in solids, elastic effects, phase diagrams, transitions, and interfaces. Includes nucleation theory, kinetics (diffusion of heat, mass, and charge), and coupled flows.
",1,1,3211
MSE 204 / PHYS 212A,Graduate,202410,Bourns Engineering,Materials Science and Enginee,THERMODYNAMICS AND STATISTICAL MECHANICS,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): graduate standing; consent of instructor Covers thermodynamics, statistical mechanics, ideal Bose systems, ideal Fermi systems, and bulk motion. Cross-listed with MSE 204.",1,1,3212
